company,score_key,source_type,title,url,reliability_score,evidence_summary,checked_date
ソニーグループ,disclosure_score,IR,統合報告書,https://www.sony.com/ja/SonyInfo/IR/library/presen/annual_report/,5,統合報告書でエンタメと半導体を含む事業戦略を確認,2026-05-14
ソニーグループ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
パナソニックグループ,new_grad_access_score,採用ページ,新卒採用情報,https://recruit.jpn.panasonic.com/newgrads/,4,公式新卒採用サイトで募集職種と選考情報を確認,2026-05-14
パナソニックグループ,disclosure_score,IR,統合報告書,https://holdings.panasonic/jp/corporate/investors/library/annual-report.html,5,統合報告書で事業ポートフォリオと人的資本情報を確認,2026-05-14
パナソニックグループ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三菱電機,new_grad_access_score,採用ページ,新卒採用情報,https://www.mitsubishielectric.co.jp/saiyo/graduates/,4,公式新卒採用サイトで募集職種と選考情報を確認,2026-05-14
三菱電機,disclosure_score,IR,統合報告書,https://www.mitsubishielectric.co.jp/ir/library/annual_report/,5,統合報告書でFAと社会インフラ事業を確認,2026-05-14
三菱電機,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
東芝,new_grad_access_score,採用ページ,新卒採用情報,https://www.global.toshiba/jp/recruit/corporate/newgraduates.html,4,公式新卒採用サイトで募集職種を確認,2026-05-14
東芝,disclosure_score,IR,統合報告書,https://www.global.toshiba/jp/ir/corporate/library/annual.html,5,統合報告書で事業再編と人材情報を確認,2026-05-14
東芝,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
シャープ,new_grad_access_score,採用ページ,新卒採用情報,https://corporate.jp.sharp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
シャープ,disclosure_score,IR,統合報告書,https://corporate.jp.sharp/ir/library/annual/,5,IRライブラリで財務と事業情報を確認,2026-05-14
シャープ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
キヤノン,new_grad_access_score,採用ページ,新卒採用情報,https://global.canon/ja/employ/new-graduate/,4,公式新卒採用サイトで職種と募集要項を確認,2026-05-14
キヤノン,disclosure_score,IR,統合報告書,https://global.canon/ja/ir/library/annual.html,5,統合報告書で事業戦略と財務情報を確認,2026-05-14
キヤノン,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
リコー,new_grad_access_score,採用ページ,新卒採用情報,https://jp.ricoh.com/jobs/new-graduate,4,公式新卒採用サイトで募集職種を確認,2026-05-14
リコー,disclosure_score,IR,統合報告書,https://jp.ricoh.com/IR/library/annual_report,5,統合報告書でオフィスサービス事業と人的資本情報を確認,2026-05-14
リコー,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
オムロン,new_grad_access_score,採用ページ,新卒採用情報,https://www.omron.com/jp/ja/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
オムロン,disclosure_score,IR,統合レポート,https://www.omron.com/jp/ja/ir/irlib/annual/,5,統合レポートで制御機器事業と人的資本情報を確認,2026-05-14
オムロン,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
村田製作所,new_grad_access_score,採用ページ,新卒採用情報,https://recruit.murata.com/ja-jp/,4,公式採用サイトで募集職種とイベントを確認,2026-05-14
村田製作所,disclosure_score,IR,統合報告書,https://corporate.murata.com/ja-jp/ir/library/annualreport,5,統合報告書で電子部品事業と財務情報を確認,2026-05-14
村田製作所,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
TDK,new_grad_access_score,採用ページ,新卒採用情報,https://www.tdk.com/ja/careers/new_graduate/index.html,4,公式新卒採用サイトで募集職種を確認,2026-05-14
TDK,disclosure_score,IR,統合報告書,https://www.tdk.com/ja/ir/ir_library/annual_reports/index.html,5,統合報告書で電子部品と電池事業を確認,2026-05-14
TDK,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
東京エレクトロン,new_grad_access_score,採用ページ,新卒採用情報,https://www.tel.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
東京エレクトロン,disclosure_score,IR,統合報告書,https://www.tel.co.jp/ir/library/ar/,5,統合報告書で半導体製造装置事業と財務情報を確認,2026-05-14
東京エレクトロン,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
レーザーテック,new_grad_access_score,採用ページ,採用情報,https://www.lasertec.co.jp/recruit/,4,公式採用サイトで募集情報を確認,2026-05-14
レーザーテック,disclosure_score,IR,アニュアルレポート,https://www.lasertec.co.jp/ir/library/annualreport.html,5,IR資料で半導体検査装置事業と財務情報を確認,2026-05-14
レーザーテック,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
花王,new_grad_access_score,採用ページ,新卒採用情報,https://www.kao.co.jp/employment/kao-graduate/,4,公式新卒採用サイトで職種と募集要項を確認,2026-05-14
花王,disclosure_score,IR,統合レポート,https://www.kao.com/jp/corporate/investor-relations/library/reports/,5,統合レポートでブランドとESGと人的資本情報を確認,2026-05-14
花王,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
ライオン,new_grad_access_score,採用ページ,新卒採用情報,https://www.lion.co.jp/ja/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
ライオン,disclosure_score,IR,統合レポート,https://www.lion.co.jp/ja/ir/library/ar/,5,統合レポートでヘルスケア事業と人的資本情報を確認,2026-05-14
ライオン,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
資生堂,new_grad_access_score,採用ページ,新卒採用情報,https://corp.shiseido.com/jp/careers/japan/newgrads/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
資生堂,disclosure_score,IR,統合レポート,https://corp.shiseido.com/jp/ir/library/annual/,5,統合レポートでグローバル戦略と人的資本情報を確認,2026-05-14
資生堂,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
ユニ・チャーム,new_grad_access_score,採用ページ,新卒採用情報,https://www.unicharm.co.jp/ja/recruit/new-graduate.html,4,公式新卒採用サイトで募集職種を確認,2026-05-14
ユニ・チャーム,disclosure_score,IR,統合レポート,https://www.unicharm.co.jp/ja/ir/library/annual.html,5,統合レポートで海外展開とESG情報を確認,2026-05-14
ユニ・チャーム,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
サントリーホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.suntory.co.jp/recruit/fresh/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
サントリーホールディングス,disclosure_score,IR,サステナビリティ/統合情報,https://www.suntory.co.jp/company/csr/report/,5,非上場のためサステナビリティ資料と会社情報で事業と人材情報を確認,2026-05-14
サントリーホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
アサヒグループホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.asahigroup-holdings.com/recruit/fresh/,4,公式新卒採用サイトで募集情報を確認,2026-05-14
アサヒグループホールディングス,disclosure_score,IR,統合報告書,https://www.asahigroup-holdings.com/ir/library/annual_report/,5,統合報告書で酒類と食品事業の戦略を確認,2026-05-14
アサヒグループホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
キリンホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.kirinholdings.com/jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
キリンホールディングス,disclosure_score,IR,統合レポート,https://www.kirinholdings.com/jp/investors/library/integrated_report/,5,統合レポートでCSV経営と事業戦略を確認,2026-05-14
キリンホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
味の素,new_grad_access_score,採用ページ,新卒採用情報,https://www.ajinomoto.co.jp/company/jp/recruit/fresh/,4,公式新卒採用サイトで職種と募集要項を確認,2026-05-14
味の素,disclosure_score,IR,統合報告書,https://www.ajinomoto.co.jp/company/jp/ir/library/annual.html,5,統合報告書で食品とヘルスケア事業を確認,2026-05-14
味の素,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
明治ホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.meiji.com/recruit/newgraduate/,4,公式新卒採用サイトで募集情報を確認,2026-05-14
明治ホールディングス,disclosure_score,IR,統合報告書,https://www.meiji.com/investor/library/annualreports/,5,統合報告書で食品と医薬品事業を確認,2026-05-14
明治ホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
日清食品ホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.nissin.com/jp/recruit/newgrads/,4,公式新卒採用サイトで募集情報を確認,2026-05-14
日清食品ホールディングス,disclosure_score,IR,統合報告書,https://www.nissin.com/jp/ir/library/annual/,5,統合報告書で即席麺事業と海外展開を確認,2026-05-14
日清食品ホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
ロッテ,new_grad_access_score,採用ページ,新卒採用情報,https://www.lotte.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集情報を確認,2026-05-14
ロッテ,disclosure_score,IR,サステナビリティレポート,https://www.lotte.co.jp/corporate/sustainability/report/,5,非上場に近い開示環境のためサステナビリティ資料で事業と人材情報を補完,2026-05-14
ロッテ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
TOTO,new_grad_access_score,採用ページ,新卒採用情報,https://jp.toto.com/recruit/newgraduate/,4,公式新卒採用サイトで募集情報を確認,2026-05-14
TOTO,disclosure_score,IR,統合報告書,https://jp.toto.com/company/ir/reference/annual/,5,統合報告書で水まわり事業と海外展開を確認,2026-05-14
TOTO,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
武田薬品工業,new_grad_access_score,採用ページ,新卒採用情報,https://www.takeda.com/ja-jp/careers/new-graduates/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
武田薬品工業,disclosure_score,IR,統合報告書/年次報告,https://www.takeda.com/jp/investors/reports/,5,IR資料で研究開発と人的資本情報を確認,2026-05-14
武田薬品工業,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
第一三共,new_grad_access_score,採用ページ,新卒採用情報,https://www.daiichisankyo.co.jp/recruit/students/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
第一三共,disclosure_score,IR,統合報告書,https://www.daiichisankyo.co.jp/investors/library/annual_report/,5,統合報告書で研究開発と財務情報を確認,2026-05-14
第一三共,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
アステラス製薬,new_grad_access_score,採用ページ,新卒採用情報,https://www.astellas.com/jp/recruit/newgraduate,4,公式新卒採用サイトで募集職種を確認,2026-05-14
アステラス製薬,disclosure_score,IR,統合報告書,https://www.astellas.com/jp/investors/annual-report,5,統合報告書で研究開発と人的資本情報を確認,2026-05-14
アステラス製薬,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
エーザイ,new_grad_access_score,採用ページ,新卒採用情報,https://www.eisai.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
エーザイ,disclosure_score,IR,統合報告書,https://www.eisai.co.jp/ir/library/annual/index.html,5,統合報告書でhhc理念と研究開発情報を確認,2026-05-14
エーザイ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
中外製薬,new_grad_access_score,採用ページ,新卒採用情報,https://www.chugai-pharm.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
中外製薬,disclosure_score,IR,統合報告書,https://www.chugai-pharm.co.jp/ir/reports_downloads/annual_reports.html,5,統合報告書でロシュ連携と研究開発情報を確認,2026-05-14
中外製薬,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
塩野義製薬,new_grad_access_score,採用ページ,新卒採用情報,https://www.shionogi.com/jp/ja/recruit/newgraduate.html,4,公式新卒採用サイトで募集職種を確認,2026-05-14
塩野義製薬,disclosure_score,IR,統合報告書,https://www.shionogi.com/jp/ja/investors/ir-library/annual-report.html,5,統合報告書で感染症領域と研究開発情報を確認,2026-05-14
塩野義製薬,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
大塚製薬,new_grad_access_score,採用ページ,新卒採用情報,https://www.otsuka.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
大塚製薬,disclosure_score,IR,統合報告書,https://www.otsuka.com/jp/ir/library/integrated-report/,5,統合報告書で医薬品とニュートラシューティカルズ事業を確認,2026-05-14
大塚製薬,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
大鵬薬品工業,new_grad_access_score,採用ページ,新卒採用エントリー,https://www.taiho.co.jp/recruit/entry/,5,公式採用エントリー導線を確認,2026-05-14
大鵬薬品工業,disclosure_score,IR,会社情報,https://www.taiho.co.jp/company/business/,5,非上場のため会社情報でがん領域と事業内容を確認,2026-05-14
大鵬薬品工業,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
電通,new_grad_access_score,採用ページ,2028年度新卒採用情報,https://www.career.dentsu.jp/recruit/2028/,5,公式2028年度採用ページを確認,2026-05-14
電通,disclosure_score,IR,統合レポート,https://www.group.dentsu.com/jp/ir/library/annual.html,5,統合レポートで広告と顧客変革事業を確認,2026-05-14
電通,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
博報堂DYグループ,new_grad_access_score,採用ページ,新卒採用情報,https://www.hakuhodo.co.jp/recruit/freshers/,4,公式新卒採用サイトで募集情報を確認,2026-05-14
博報堂DYグループ,disclosure_score,IR,統合報告書,https://www.hakuhodody-holdings.co.jp/ir/library/annual/,5,統合報告書で広告事業と人材情報を確認,2026-05-14
博報堂DYグループ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
ADKホールディングス,new_grad_access_score,採用ページ,採用情報,https://www.adk.jp/recruit/,4,公式採用サイトで募集情報を確認,2026-05-14
ADKホールディングス,disclosure_score,IR,会社情報,https://www.adk.jp/company/,5,非上場のため会社情報で事業領域を確認,2026-05-14
ADKホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
NHK,new_grad_access_score,採用ページ,新卒採用情報,https://www.nhk.or.jp/saiyo/,4,公式採用サイトで募集職種を確認,2026-05-14
NHK,disclosure_score,IR,年次報告書,https://www.nhk.or.jp/info/pr/annualreport/,5,公共放送の年次報告で事業と組織情報を確認,2026-05-14
NHK,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
日本テレビホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.ntv.co.jp/jinji/recruit/,4,公式採用サイトで募集職種を確認,2026-05-14
日本テレビホールディングス,disclosure_score,IR,統合報告書,https://www.ntvhd.co.jp/ir/library/annual.html,5,統合報告書で放送とコンテンツ事業を確認,2026-05-14
日本テレビホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
フジ・メディア・ホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.fujitv.co.jp/saiyo/,4,公式採用サイトで募集職種を確認,2026-05-14
フジ・メディア・ホールディングス,disclosure_score,IR,統合報告書,https://www.fujimediahd.co.jp/ir/library/annual.html,5,統合報告書でメディア事業と財務情報を確認,2026-05-14
フジ・メディア・ホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
任天堂,new_grad_access_score,採用ページ,新卒採用情報,https://www.nintendo.co.jp/jobs/recruit/index.html,4,公式採用サイトで募集職種を確認,2026-05-14
任天堂,disclosure_score,IR,統合報告書,https://www.nintendo.co.jp/ir/library/annual/index.html,5,統合報告書でゲーム事業と財務情報を確認,2026-05-14
任天堂,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
バンダイ / BANDAI SPIRITS,new_grad_access_score,採用ページ,新卒採用情報,https://www.bandai.co.jp/recruit/grad/,5,公式新卒採用サイトで募集情報を確認,2026-05-14
バンダイ / BANDAI SPIRITS,disclosure_score,IR,統合報告書,https://www.bandainamco.co.jp/ir/library/annual.html,5,バンダイナムコHD統合報告書でIP事業と財務情報を確認,2026-05-14
バンダイ / BANDAI SPIRITS,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三井不動産,new_grad_access_score,採用ページ,新卒採用情報,https://www.mitsuifudosan.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
三井不動産,disclosure_score,IR,統合報告書,https://www.mitsuifudosan.co.jp/corporate/ir/library/annual_report/,5,統合報告書で都市開発と人的資本情報を確認,2026-05-14
三井不動産,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三菱地所,new_grad_access_score,採用ページ,新卒採用情報,https://www.mec-recruit.com/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
三菱地所,disclosure_score,IR,統合報告書,https://www.mec.co.jp/ir/library/annualreport/,5,統合報告書で都市開発と財務情報を確認,2026-05-14
三菱地所,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
住友不動産,new_grad_access_score,採用ページ,新卒採用情報,https://www.sumitomo-rd.co.jp/recruit/shinsotsu/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
住友不動産,disclosure_score,IR,統合報告書,https://www.sumitomo-rd.co.jp/ir/library/annual/,5,IR資料で不動産開発と財務情報を確認,2026-05-14
住友不動産,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
JR東日本,new_grad_access_score,採用ページ,新卒採用情報,https://www.jreast.co.jp/recruit/new-graduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
JR東日本,disclosure_score,IR,統合報告書,https://www.jreast.co.jp/investor/ar/,5,統合報告書で鉄道と生活サービス事業を確認,2026-05-14
JR東日本,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
東京電力ホールディングス,new_grad_access_score,採用ページ,新卒採用情報,https://www.tepco.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
東京電力ホールディングス,disclosure_score,IR,統合報告書,https://www.tepco.co.jp/about/ir/library/annual_report/,5,統合報告書で電力インフラと経営課題を確認,2026-05-14
東京電力ホールディングス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
東京ガス,new_grad_access_score,採用ページ,新卒採用情報,https://www.tokyo-gas.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
東京ガス,disclosure_score,IR,統合報告書,https://www.tokyo-gas.co.jp/IR/library/annual_j.html,5,統合報告書でエネルギー転換と財務情報を確認,2026-05-14
東京ガス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
SCSK,new_grad_access_score,採用ページ,新卒採用情報,https://www.scsk.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種と選考情報を確認,2026-05-14
SCSK,disclosure_score,IR,統合報告書,https://www.scsk.jp/ir/library/annual.html,5,統合報告書でSI事業と人的資本情報を確認,2026-05-14
SCSK,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
TIS,new_grad_access_score,採用ページ,新卒採用情報,https://www.tis.co.jp/recruit/graduate/,4,公式新卒採用サイトで募集職種と選考情報を確認,2026-05-14
TIS,disclosure_score,IR,統合報告書,https://www.tis.co.jp/ir/library/annual_report/,5,統合報告書で決済とITサービス事業を確認,2026-05-14
TIS,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
BIPROGY,new_grad_access_score,採用ページ,新卒採用情報,https://www.biprogy.com/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
BIPROGY,disclosure_score,IR,統合報告書,https://www.biprogy.com/ir/library/annual_report.html,5,統合報告書で社会基盤ITと人的資本情報を確認,2026-05-14
BIPROGY,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
伊藤忠テクノソリューションズ,new_grad_access_score,採用ページ,新卒採用情報,https://www.ctc-g.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種を確認,2026-05-14
伊藤忠テクノソリューションズ,disclosure_score,IR,統合報告書,https://www.ctc-g.co.jp/company/ir/library/annual/,5,統合報告書でクラウドとITインフラ事業を確認,2026-05-14
伊藤忠テクノソリューションズ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
日本IBM,new_grad_access_score,採用ページ,新卒/学生向け採用情報,https://www.ibm.com/jp-ja/careers/entry-level,4,公式採用サイトで学生向け募集情報を確認,2026-05-14
日本IBM,disclosure_score,IR,Annual Report,https://www.ibm.com/annualreport/,5,グローバル年次報告で事業と技術戦略を確認,2026-05-14
日本IBM,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
日本マイクロソフト,new_grad_access_score,採用ページ,学生向け採用情報,https://careers.microsoft.com/students/us/en/japan,4,公式採用サイトで学生向け募集情報を確認,2026-05-14
日本マイクロソフト,disclosure_score,IR,Annual Report 2025,https://www.microsoft.com/investor/reports/ar25/,5,グローバル年次報告でクラウドとAI事業を確認,2026-05-14
日本マイクロソフト,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
オービック,new_grad_access_score,採用ページ,新卒採用情報,https://www.obic.co.jp/recruit/,4,公式採用サイトで募集職種を確認,2026-05-14
オービック,disclosure_score,IR,統合報告書,https://www.obic.co.jp/ir/library/annualreport.html,5,統合報告書でERP事業と高収益性を確認,2026-05-14
オービック,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
GMOインターネットグループ,new_grad_access_score,採用ページ,採用情報,https://www.gmo.jp/recruit/,4,公式採用サイトで募集情報を確認,2026-05-14
GMOインターネットグループ,disclosure_score,IR,統合報告書,https://ir.gmo.jp/library/annual/,5,統合報告書でインターネットインフラと金融事業を確認,2026-05-14
GMOインターネットグループ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
日本総合研究所,new_grad_access_score,採用ページ,採用情報,https://www.jri.co.jp/recruit/,4,公式採用サイトでコンサルとIT職種を確認,2026-05-14
日本総合研究所,disclosure_score,IR,SMFG統合報告書,https://www.smfg.co.jp/investor/library/annual/,5,グループ統合報告書で金融ITとシンクタンク機能を補完,2026-05-14
日本総合研究所,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三菱UFJリサーチ&コンサルティング,new_grad_access_score,採用ページ,採用情報,https://www.murc.jp/recruit/,4,公式採用サイトで研究員とコンサル職を確認,2026-05-14
三菱UFJリサーチ&コンサルティング,disclosure_score,IR,MUFG統合報告書/開示資料,https://www.mufg.jp/ir/report/disclosure/,5,グループ開示資料で事業基盤を補完,2026-05-14
三菱UFJリサーチ&コンサルティング,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三菱総合研究所,new_grad_access_score,採用ページ,採用情報,https://www.mri.co.jp/recruit/,4,公式採用サイトで研究員とコンサル職を確認,2026-05-14
三菱総合研究所,disclosure_score,IR,統合報告書,https://www.mri.co.jp/ir/library/annualreport/,5,統合報告書で政策研究とDX事業を確認,2026-05-14
