priority_rank,industry,company,selection_reason,new_grad_hiring_status,mypage_2028_status,mypage_url,notes
101,IT・SI・通信,SCSK,住友商事系の大手SIで働きやすさ比較に有用,新卒採用あり,要確認,https://www.google.com/search?q=SCSK+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
102,IT・SI・通信,TIS,決済と金融ITに強い独立系SI大手,新卒採用あり,要確認,https://www.google.com/search?q=TIS+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
103,IT・SI・通信,BIPROGY,旧日本ユニシスの大手SIで社会基盤案件に強い,新卒採用あり,要確認,https://www.biprogy.com/recruit/newgraduate/,公式新卒採用サイトで募集職種を確認
104,IT・SI・通信,伊藤忠テクノソリューションズ,商社系SI大手でインフラとクラウドに強い,新卒採用あり,要確認,https://www.google.com/search?q=%E4%BC%8A%E8%97%A4%E5%BF%A0%E3%83%86%E3%82%AF%E3%83%8E%E3%82%BD%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
105,IT・SI・通信,日本IBM,外資系IT大手でコンサルと技術職の比較軸になる,新卒採用あり,要確認,https://www.ibm.com/jp-ja/careers/entry-level,公式採用サイトで学生向け募集情報を確認
106,IT・SI・通信,日本マイクロソフト,クラウドとAIの代表的外資IT企業,新卒採用あり,要確認,https://careers.microsoft.com/students/us/en/japan,公式採用サイトで学生向け募集情報を確認
107,IT・SI・通信,オービック,ERPと基幹システムに強い高収益IT企業,新卒採用あり,要確認,https://www.obic.co.jp/recruit/,公式採用サイトで募集職種を確認
108,IT・SI・通信,GMOインターネットグループ,インターネットインフラと金融領域に広い,新卒採用あり,要確認,https://www.google.com/search?q=GMO%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%8D%E3%83%83%E3%83%88%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
109,コンサル,日本総合研究所,SMBC系シンクタンクとITコンサルの比較対象,新卒採用あり,要確認,https://www.jri.co.jp/recruit/,公式採用サイトでコンサルとIT職種を確認
110,コンサル,三菱UFJリサーチ&コンサルティング,MUFG系シンクタンク大手,新卒採用あり,要確認,https://www.murc.jp/recruit/,公式採用サイトで研究員とコンサル職を確認
111,コンサル,三菱総合研究所,政策研究と民間コンサルを持つシンクタンク大手,新卒採用あり,要確認,https://www.google.com/search?q=%E4%B8%89%E8%8F%B1%E7%B7%8F%E5%90%88%E7%A0%94%E7%A9%B6%E6%89%80+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
112,コンサル,ドリームインキュベータ,戦略コンサルと事業創造に強い,新卒採用あり,要確認,https://www.google.com/search?q=%E3%83%89%E3%83%AA%E3%83%BC%E3%83%A0%E3%82%A4%E3%83%B3%E3%82%AD%E3%83%A5%E3%83%99%E3%83%BC%E3%82%BF+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
113,金融,りそな銀行,メガバンクとは異なる信託併営型銀行,新卒採用あり,要確認,https://www.google.com/search?q=%E3%82%8A%E3%81%9D%E3%81%AA%E9%8A%80%E8%A1%8C+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
114,金融,ゆうちょ銀行,国内最大級の顧客基盤を持つ銀行,新卒採用あり,要確認,https://www.jp-bank.japanpost.jp/recruit/newgraduate/,公式新卒採用サイトで募集情報を確認
115,金融,かんぽ生命保険,郵政グループの生命保険大手,新卒採用あり,要確認,https://www.google.com/search?q=%E3%81%8B%E3%82%93%E3%81%BD%E7%94%9F%E5%91%BD%E4%BF%9D%E9%99%BA+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
116,金融,明治安田生命保険,生命保険大手で営業と企画職比較に有用,新卒採用あり,要確認,https://www.meijiyasuda-saiyo.com/,公式新卒採用サイトで募集職種を確認
117,金融,住友生命保険,生命保険大手で商品と営業基盤に強い,新卒採用あり,要確認,https://www.sumitomolife.co.jp/about/employ/saiyo/,公式採用サイトで募集職種を確認
118,金融,オリックス,金融サービスと事業投資を横断する大手,新卒採用あり,要確認,https://www.google.com/search?q=%E3%82%AA%E3%83%AA%E3%83%83%E3%82%AF%E3%82%B9+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
119,金融,三井住友カード,キャッシュレス決済大手で金融IT比較に有用,新卒採用あり,要確認,https://www.google.com/search?q=%E4%B8%89%E4%BA%95%E4%BD%8F%E5%8F%8B%E3%82%AB%E3%83%BC%E3%83%89+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
120,金融,日本政策投資銀行,政府系金融で社会インフラ投融資に強い,新卒採用あり,要確認,https://www.google.com/search?q=%E6%97%A5%E6%9C%AC%E6%94%BF%E7%AD%96%E6%8A%95%E8%B3%87%E9%8A%80%E8%A1%8C+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
121,自動車・機械・精密,ヤマハ発動機,二輪とマリンに強いグローバルメーカー,新卒採用あり,要確認,https://www.google.com/search?q=%E3%83%A4%E3%83%9E%E3%83%8F%E7%99%BA%E5%8B%95%E6%A9%9F+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
122,自動車・機械・精密,川崎重工業,航空宇宙と車両とエネルギーを持つ重工大手,新卒採用あり,要確認,https://www.khi.co.jp/recruit/newgraduate/,公式新卒採用サイトで募集職種を確認
123,自動車・機械・精密,IHI,航空エンジンとエネルギーに強い重工大手,新卒採用あり,要確認,https://www.google.com/search?q=IHI+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
124,自動車・機械・精密,三菱重工業,重工最大級で防衛とエネルギーに強い,新卒採用あり,要確認,https://www.mhi.com/jp/recruit/shinsotsu/,公式新卒採用サイトで募集職種を確認
125,自動車・機械・精密,島津製作所,計測機器と医用機器に強い精密機器大手,新卒採用あり,要確認,https://www.google.com/search?q=%E5%B3%B6%E6%B4%A5%E8%A3%BD%E4%BD%9C%E6%89%80+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
126,自動車・機械・精密,セイコーエプソン,プリンティングと精密機器に強いメーカー,新卒採用あり,要確認,https://www.google.com/search?q=%E3%82%BB%E3%82%A4%E3%82%B3%E3%83%BC%E3%82%A8%E3%83%97%E3%82%BD%E3%83%B3+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
127,電機・半導体,ルネサスエレクトロニクス,車載と産業向け半導体大手,新卒採用あり,要確認,https://www.google.com/search?q=%E3%83%AB%E3%83%8D%E3%82%B5%E3%82%B9%E3%82%A8%E3%83%AC%E3%82%AF%E3%83%88%E3%83%AD%E3%83%8B%E3%82%AF%E3%82%B9+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
128,電機・半導体,ローム,アナログ半導体と電子部品に強い,新卒採用あり,要確認,https://www.google.com/search?q=%E3%83%AD%E3%83%BC%E3%83%A0+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
129,電機・半導体,SCREENホールディングス,半導体製造装置大手,新卒採用あり,要確認,https://www.screen.co.jp/recruit/fresh/,公式新卒採用サイトで募集職種を確認
130,電機・半導体,アドバンテスト,半導体テスター世界大手,新卒採用あり,要確認,https://www.google.com/search?q=%E3%82%A2%E3%83%89%E3%83%90%E3%83%B3%E3%83%86%E3%82%B9%E3%83%88+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
131,電機・半導体,ディスコ,半導体加工装置に強い高収益メーカー,新卒採用あり,要確認,https://www.disco.co.jp/recruit/,公式採用サイトで募集情報を確認
132,消費財・食品・日用品,カゴメ,野菜飲料と食品に強いBtoCメーカー,新卒採用あり,要確認,https://www.google.com/search?q=%E3%82%AB%E3%82%B4%E3%83%A1+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
133,消費財・食品・日用品,森永乳業,乳製品と機能性食品に強い食品大手,新卒採用あり,要確認,https://www.google.com/search?q=%E6%A3%AE%E6%B0%B8%E4%B9%B3%E6%A5%AD+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
134,消費財・食品・日用品,江崎グリコ,菓子と乳製品に強い食品大手,新卒採用あり,要確認,https://www.google.com/search?q=%E6%B1%9F%E5%B4%8E%E3%82%B0%E3%83%AA%E3%82%B3+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
135,消費財・食品・日用品,キッコーマン,調味料と海外食品展開に強い,新卒採用あり,要確認,https://www.google.com/search?q=%E3%82%AD%E3%83%83%E3%82%B3%E3%83%BC%E3%83%9E%E3%83%B3+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
136,消費財・食品・日用品,P&Gジャパン,外資消費財大手でマーケティング職比較に有用,新卒採用あり,要確認,https://www.google.com/search?q=P%26G%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
137,製薬・ヘルスケア,協和キリン,バイオ医薬品に強い製薬企業,新卒採用あり,要確認,https://www.google.com/search?q=%E5%8D%94%E5%92%8C%E3%82%AD%E3%83%AA%E3%83%B3+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
138,製薬・ヘルスケア,小野薬品工業,がん免疫領域で存在感のある製薬企業,新卒採用あり,要確認,https://www.google.com/search?q=%E5%B0%8F%E9%87%8E%E8%96%AC%E5%93%81%E5%B7%A5%E6%A5%AD+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
139,製薬・ヘルスケア,テルモ,医療機器大手でグローバル展開に強い,新卒採用あり,要確認,https://www.terumo.co.jp/recruit/newgraduate/,公式新卒採用サイトで募集職種を確認
140,広告・エンタメ・メディア,東宝,映画と演劇とIPに強いエンタメ大手,新卒採用あり,要確認,https://www.google.com/search?q=%E6%9D%B1%E5%AE%9D+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
141,広告・エンタメ・メディア,ソニー・ミュージックグループ,音楽とアニメとIPに強いエンタメ大手,新卒採用あり,要確認,https://www.google.com/search?q=%E3%82%BD%E3%83%8B%E3%83%BC%E3%83%BB%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%83%E3%82%AF%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
142,広告・エンタメ・メディア,テレビ朝日,民放キー局大手,新卒採用あり,要確認,https://www.google.com/search?q=%E3%83%86%E3%83%AC%E3%83%93%E6%9C%9D%E6%97%A5+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
143,広告・エンタメ・メディア,TBSテレビ,民放キー局大手でコンテンツ制作に強い,新卒採用あり,要確認,https://www.tbsholdings.co.jp/recruit/,公式採用サイトで募集情報を確認
144,不動産・インフラ,JR西日本,西日本の鉄道と生活サービスを担う大手,新卒採用あり,要確認,https://www.westjr.co.jp/company/recruit/fresh/,公式新卒採用サイトで募集職種を確認
145,不動産・インフラ,JR東海,東海道新幹線を持つ鉄道大手,新卒採用あり,要確認,https://saiyo.jr-central.co.jp/,公式採用サイトで募集職種を確認
146,不動産・インフラ,NTT都市開発,NTTグループの総合不動産会社,新卒採用あり,要確認,https://www.google.com/search?q=NTT%E9%83%BD%E5%B8%82%E9%96%8B%E7%99%BA+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
147,不動産・インフラ,森ビル,都心再開発に強い不動産デベロッパー,新卒採用あり,要確認,https://www.google.com/search?q=%E6%A3%AE%E3%83%93%E3%83%AB+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
148,不動産・インフラ,鹿島建設,スーパーゼネコン大手,新卒採用あり,要確認,https://www.google.com/search?q=%E9%B9%BF%E5%B3%B6%E5%BB%BA%E8%A8%AD+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
149,不動産・インフラ,大成建設,スーパーゼネコン大手,新卒採用あり,要確認,https://www.taisei.co.jp/saiyo/new/,公式新卒採用サイトで募集職種を確認
150,不動産・インフラ,関西電力,関西圏の電力インフラ大手,新卒採用あり,要確認,https://www.google.com/search?q=%E9%96%A2%E8%A5%BF%E9%9B%BB%E5%8A%9B+%E6%96%B0%E5%8D%92%E6%8E%A1%E7%94%A8+%E3%83%9E%E3%82%A4%E3%83%9A%E3%83%BC%E3%82%B8,リンク切れ検出のため、公式新卒採用情報の検索導線に更新。実URL確認後に差し替え推奨
